;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000068017;Fam78b;1764.709778;1.176465346;0.234458825;0.117060669;2.002882999;0.045189848;0.999879841;family with sequence similarity 78; member B;;
ENSRNOG00000068029;Six2;5.388706403;0.165021545;-2.599273699;1.099161652;-2.36477837;0.018040864;0.999879841;SIX homeobox 2;;;
ENSRNOG00000068101;LOC100912991;556.5245667;1.156679086;0.209988652;0.098278905;2.136660476;0.032625617;0.999879841;uncharacterized LOC100912991;;;
ENSRNOG00000068226;NA;587.0329714;0.85167284;-0.231628753;0.093939378;-2.465725847;0.013673594;0.999879841;NA;;;
ENSRNOG00000068376;NA;3.875885879;3.139135618;1.650367358;0.785521448;2.10098319;0.035642442;0.999879841;NA;;;
ENSRNOG00000068407;RGD1566085;584.9873096;0.880921577;-0.182914504;0.088362856;-2.070038389;0.03844875;0.999879841;similar to pyridoxal (pyridoxine; vitamin B6) kinase;;
ENSRNOG00000068419;NA;210.8401289;1.364261131;0.448119815;0.157441101;2.846269564;0.004423473;0.999879841;NA;;;
ENSRNOG00000068522;NA;69.37118249;1.414866496;0.50066593;0.247398512;2.023722477;0.042998715;0.999879841;NA;;;
ENSRNOG00000068541;LOC120095871;2324.822535;1.181287209;0.240359773;0.104631099;2.297211584;0.021606703;0.999879841;zinc finger protein 431-like;;;
ENSRNOG00000068566;Msx1;47.89292845;0.495312144;-1.013590101;0.349074113;-2.903653015;0.003688367;0.999879841;msh homeobox 1;;;
ENSRNOG00000068694;NA;35.95828555;1.47307932;0.558835117;0.278305111;2.007994444;0.044643882;0.999879841;NA;;;
ENSRNOG00000068841;NA;52.75308499;1.504936413;0.589702531;0.229313339;2.57160152;0.010122933;0.999879841;NA;;;
ENSRNOG00000068881;NA;11.76093461;1.946829494;0.961126536;0.418183444;2.298337131;0.021542609;0.999879841;NA;;;
ENSRNOG00000068893;NA;103.8080746;1.269678982;0.344463781;0.153420562;2.245225653;0.02475365;0.999879841;NA;;;
ENSRNOG00000068988;Vom2r52;2.160256338;3.438898804;1.781946663;0.898997622;1.98214836;0.047462638;0.999879841;vomeronasal 2 receptor;52;;
ENSRNOG00000069207;NA;23.08315181;1.606569703;0.683983575;0.278723681;2.453984433;0.01412831;0.999879841;NA;;;
ENSRNOG00000069254;LOC100363914;4.393880709;2.917884844;1.544922947;0.732934543;2.107859375;0.035043155;0.999879841;hypothetical LOC100363914;;;
ENSRNOG00000069276;LOC102548320;748.7379727;0.869976324;-0.200951956;0.102220854;-1.965860665;0.049314708;0.999879841;zinc finger protein 845-like;;;
ENSRNOG00000069366;NA;685.446421;1.305357172;0.384444611;0.189398925;2.029814114;0.042375438;0.999879841;NA;;;
ENSRNOG00000069378;NA;33.37114645;1.402508577;0.488009594;0.235696086;2.070503596;0.03840521;0.999879841;NA;;;
ENSRNOG00000069504;NA;4.032753766;3.117995581;1.640618883;0.650651706;2.521500931;0.011685537;0.999879841;NA;;;
ENSRNOG00000069511;NA;3.779470284;0.275080695;-1.8620732;0.820357395;-2.269831674;0.023217798;0.999879841;NA;;;
ENSRNOG00000069561;NA;66.70397662;1.30675286;0.385986317;0.194682407;1.982646107;0.047406973;0.999879841;NA;;;
ENSRNOG00000069588;NA;24227.78198;1.201420453;0.264741129;0.133398907;1.98458244;0.047190948;0.999879841;NA;;;
ENSRNOG00000069605;Cdc42ep5;283.3398278;0.788076035;-0.343593264;0.134724737;-2.550335386;0.010761933;0.999879841;CDC42 effector protein 5;;;
ENSRNOG00000069623;NA;17.07659025;0.550095664;-0.862245562;0.398570228;-2.163346637;0.030514529;0.999879841;NA;;;
ENSRNOG00000069878;NA;5.810883659;0.398012706;-1.329113608;0.661461174;-2.009359976;0.044498972;0.999879841;NA;;;
ENSRNOG00000070022;LOC103690230;1649.641573;1.430031808;0.516047237;0.207959739;2.481476656;0.013083928;0.999879841;sperm motility kinase W-like;;;
ENSRNOG00000070383;NA;138.5916169;1.491238059;0.576510586;0.284487456;2.026488596;0.04271474;0.999879841;NA;;;
ENSRNOG00000070395;NA;2.059475333;0.231139337;-2.113165283;1.059344373;-1.99478596;0.046066229;0.999879841;NA;;;
ENSRNOG00000070452;NA;146.7677806;1.35101414;0.434042774;0.19857881;2.18574567;0.028834218;0.999879841;NA;;;
ENSRNOG00000070502;NA;15.68736571;1.581097433;0.660926274;0.325583714;2.029973384;0.042359245;0.999879841;NA;;;
ENSRNOG00000070553;Gltpd2;5.938917446;0.407831157;-1.2939561;0.545837344;-2.370589175;0.017759759;0.999879841;glycolipid transfer protein domain containing 2;;;
ENSRNOG00000070562;LOC103690810;11.08670232;1.870043585;0.903071895;0.414708026;2.177608917;0.029435165;0.999879841;uncharacterized LOC103690810;;;
ENSRNOG00000070642;NA;26.15370578;1.802098363;0.849677759;0.301907476;2.814364755;0.004887374;0.999879841;NA;;;
ENSRNOG00000070689;Tnfrsf22;3.644038249;2.86910316;1.520599842;0.753362663;2.018416783;0.043547873;0.999879841;tumor necrosis factor receptor superfamily; member 22;;
ENSRNOG00000070702;Smkr1;120.0468537;1.371462576;0.455715255;0.218963783;2.081235761;0.037412332;0.999879841;small lysine-rich protein 1;;;
ENSRNOG00000070739;NA;2.511732819;4.414502071;2.14225072;1.026724645;2.086490014;0.036934259;0.999879841;NA;;;
ENSRNOG00000070850;NA;2071.360082;1.162343299;0.217036233;0.109242709;1.986734261;0.046951853;0.999879841;NA;;;
ENSRNOG00000071002;Kcne4;57.76704247;0.62406777;-0.68022539;0.263453068;-2.581960404;0.009824086;0.999879841;potassium voltage-gated channel subfamily E regulatory subunit 4;;;
ENSRNOG00000071034;LOC120093114;1512.430171;1.321488601;0.402163981;0.203821359;1.973119905;0.048481903;0.999879841;putative sperm motility kinase W;;;
ENSRNOG00000071159;NA;2.845481356;4.367436022;2.12678657;1.000123589;2.126523755;0.033459673;0.999879841;NA;;;
ENSRNOG00000071190;Pspn;58.74397835;1.336788913;0.418771674;0.193908766;2.159632502;0.03080113;0.999879841;persephin;;;
