x;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;;
ENSRNOG00000000481;Cuta;589.8860462;0.865727339;-0.208015375;0.159074984;-1.307656108;0.190989977;0.998987911;cutA divalent cation tolerance homolog;;;;;
ENSRNOG00000000483;Syngap1;19529.97998;0.873758779;-0.194693049;0.143516057;-1.356594193;0.174910188;0.998987911;synaptic Ras GTPase activating protein 1;;;;;
ENSRNOG00000000485;Bak1;266.8063672;0.966547516;-0.049087436;0.206741675;-0.237433679;0.812320365;0.998987911;BCL2-antagonist/killer 1;;;;;
ENSRNOG00000000486;Ggnbp1;87.00092791;1.197131248;0.259581332;0.22085991;1.175321188;0.239866241;0.998987911;gametogenetin binding protein 1;;;;;
ENSRNOG00000000487;Grm4;633.0950492;1.074125053;0.103161966;0.172669068;0.597454816;0.550203765;0.998987911;glutamate metabotropic receptor 4;;;;;
ENSRNOG00000000488;Hmga1;1734.224591;0.911761524;-0.133271566;0.16441264;-0.810591973;0.417600028;0.998987911;high mobility group AT-hook 1;;;;;
ENSRNOG00000000490;Rps10;1048.162947;0.953060108;-0.069360889;0.116746819;-0.594113734;0.552436046;0.998987911;ribosomal protein S10;;;;;
ENSRNOG00000000491;Spdef;11.33729075;0.804939621;-0.313047524;0.53034146;-0.590275413;0.55500602;0.998987911;SAM pointed domain containing ets transcription factor;;;;;
ENSRNOG00000000493;Snrpc;547.0036088;1.132249444;0.17919183;0.09169279;1.954263029;0.050670119;0.998987911;small nuclear ribonucleoprotein polypeptide C;;;;;
ENSRNOG00000000495;Bltp3a;850.4696628;0.980571654;-0.028305037;0.119091356;-0.23767499;0.812133183;0.998987911;bridge-like lipid transfer protein family member 3A;;;;;
ENSRNOG00000000498;Anks1a;1213.43224;0.930905249;-0.103293762;0.142861719;-0.723033173;0.469659504;0.998987911;ankyrin repeat and sterile alpha motif domain containing 1A;;;;;
ENSRNOG00000000499;Tcp11;2.280168264;1.165193441;0.220569486;1.309376809;0.16845379;0.866226294;0.998987911;t-complex 11;;;;;
ENSRNOG00000000500;Scube3;9.062757721;0.591463108;-0.757639911;0.794607929;-0.953476404;0.340348746;0.998987911;signal peptide; CUB domain and EGF like domain containing 3;;;;
ENSRNOG00000000501;Zfp523;2105.549576;0.923466454;-0.114868541;0.163484722;-0.702625539;0.482289143;0.998987911;zinc finger protein 523;;;;;
ENSRNOG00000000502;Def6;20.06090696;0.70882756;-0.496493396;0.356490574;-1.392725173;0.163702913;0.998987911;DEF6 guanine nucleotide exchange factor;;;;;
ENSRNOG00000000503;Ppard;989.2494451;0.877022542;-0.189314171;0.213808101;-0.885439654;0.375919553;0.998987911;peroxisome proliferator-activated receptor delta;;;;;
ENSRNOG00000000504;Fance;351.0968341;0.942023389;-0.086165215;0.267674491;-0.321902977;0.747526198;0.998987911;FA complementation group E;;;;;
ENSRNOG00000000505;Rpl10a;747.8085529;0.869880448;-0.201110958;0.187318095;-1.073633374;0.282987034;0.998987911;ribosomal protein L10A;;;;;
ENSRNOG00000000506;Tead3;86.52929798;0.951682593;-0.071447612;0.287581505;-0.248443;0.803791667;0.998987911;TEA domain transcription factor 3;;;;;
ENSRNOG00000000511;Srpk1;3454.847795;0.975493002;-0.035796572;0.096880591;-0.369491673;0.711761279;0.998987911;SRSF protein kinase 1;;;;;
ENSRNOG00000000512;Slc26a8;813.9362401;0.977844411;-0.032323165;0.127982952;-0.252558367;0.800609506;0.998987911;solute carrier family 26 member 8;;;;;
ENSRNOG00000000513;Mapk14;3296.538432;0.99839714;-0.002314294;0.158933794;-0.01456137;0.988382118;0.999217524;mitogen activated protein kinase 14;;;;;
ENSRNOG00000000515;Mapk13;1.595895556;0.595765897;-0.747182553;1.390601462;-0.537308908;0.591054253;0.998987911;mitogen activated protein kinase 13;;;;;
ENSRNOG00000000517;Kctd20;1487.030071;0.960995106;-0.057399011;0.10116791;-0.567363807;0.570467035;0.998987911;potassium channel tetramerization domain containing 20;;;;;
ENSRNOG00000000519;Stk38;1810.681019;1.106573395;0.146099143;0.171445779;0.852159462;0.394125593;0.998987911;serine/threonine kinase 38;;;;;
ENSRNOG00000000520;Srsf3;3929.398902;1.060860764;0.085235318;0.098298011;0.867111318;0.38588102;0.998987911;serine and arginine rich splicing factor 3;;;;;
ENSRNOG00000000521;Cdkn1a;174.4649226;1.111488898;0.152493539;0.246703623;0.618124439;0.536493313;0.998987911;cyclin-dependent kinase inhibitor 1A;;;;;
ENSRNOG00000000522;Cpne5;4683.256454;0.845746011;-0.241703627;0.148526883;-1.627339258;0.103665065;0.998987911;copine 5;;;;;
ENSRNOG00000000523;Ppil1;419.0582975;0.928728776;-0.106670758;0.166352454;-0.64123345;0.52137102;0.998987911;peptidylprolyl isomerase like 1;;;;;
ENSRNOG00000000524;RGD735065;1955.198617;0.917131743;-0.124799108;0.107322293;-1.162844217;0.244892713;0.998987911;similar to GI:13385412-like protein splice form I;;;;;
ENSRNOG00000000525;Pi16;184.5528949;0.937261124;-0.093477052;0.269081618;-0.347392931;0.728296144;0.998987911;peptidase inhibitor 16;;;;;
ENSRNOG00000000527;Mtch1;10661.5158;0.897206894;-0.15648739;0.243358707;-0.643031809;0.52020346;0.998987911;mitochondrial carrier 1;;;;;
ENSRNOG00000000528;Fgd2;127.3839386;0.873607878;-0.194942229;0.218406757;-0.89256501;0.372090164;0.998987911;FYVE; RhoGEF and PH domain containing 2;;;;
ENSRNOG00000000529;Pim1;53.95072448;0.736637163;-0.440973913;0.257898563;-1.709873479;0.087289272;0.998987911;Pim-1 proto-oncogene; serine/threonine kinase;;;;
ENSRNOG00000000532;Cmtr1;3214.675501;0.955204956;-0.066117773;0.103289263;-0.640122416;0.522093017;0.998987911;cap methyltransferase 1;;;;;
ENSRNOG00000000536;Mdga1;373.0540487;1.041647009;0.058866463;0.30184459;0.19502242;0.845375396;0.998987911;MAM domain containing glycosylphosphatidylinositol anchor 1;;;;;
ENSRNOG00000000540;Btbd9;2639.219111;0.973039801;-0.039429277;0.118813844;-0.331857602;0.739996786;0.998987911;BTB domain containing 9;;;;;
ENSRNOG00000000541;Glo1;3534.066993;0.939687732;-0.089746682;0.13101937;-0.684987887;0.493351565;0.998987911;glyoxalase 1;;;;;
ENSRNOG00000000542;Dnah8;48.6138921;0.933986166;-0.098526913;0.386533557;-0.254898731;0.798801316;0.998987911;dynein; axonemal; heavy chain 8;;;
ENSRNOG00000000543;Frk;21.67322153;0.468423077;-1.094115943;0.639874734;-1.709890835;NA;NA;fyn-related Src family tyrosine kinase;;;;;
ENSRNOG00000000546;Nt5dc1;722.8392439;1.134709367;0.182322827;0.169847738;1.073448661;0.283069861;0.998987911;5'-nucleotidase domain containing 1;;;;;
ENSRNOG00000000547;Tspyl4;14496.64344;0.89981298;-0.152302916;0.146558129;-1.039198014;0.298712654;0.998987911;TSPY-like 4;;;;;
ENSRNOG00000000549;NA;14.6351873;0.97880689;-0.030903838;0.588072682;-0.052551052;0.958089618;0.998987911;NA;;;;;
ENSRNOG00000000551;Fam241b;842.2581186;0.869549431;-0.201660053;0.13161178;-1.532234066;0.125464685;0.998987911;family with sequence similarity 241 member B;;;;;
ENSRNOG00000000552;Col13a1;62.6749965;0.571974201;-0.805978019;0.558571709;-1.442926675;0.149041128;0.998987911;collagen type XIII alpha 1 chain;;;;;
ENSRNOG00000000557;Sar1a;4523.214566;0.955060429;-0.066336076;0.106781543;-0.621231671;0.534447204;0.998987911;secretion associated; Ras related GTPase 1A;;;;
ENSRNOG00000000559;Npffr1;25.91847027;1.010967367;0.015736429;0.518609693;0.030343491;0.975793111;0.998987911;neuropeptide FF receptor 1;;;;;
ENSRNOG00000000560;Lrrc20;310.3034588;0.955292151;-0.065986084;0.146919815;-0.449129912;0.653337944;0.998987911;leucine rich repeat containing 20;;;;;
ENSRNOG00000000561;Pald1;332.0474044;0.810696661;-0.302765894;0.266798478;-1.134811174;0.256454444;0.998987911;phosphatase domain containing; paladin 1;;;;
ENSRNOG00000000562;Prf1;2.846166197;0.597477647;-0.743043355;0.903490192;-0.822414412;0.41084108;0.998987911;perforin 1;;;;;
ENSRNOG00000000563;Adamts14;35.34327175;1.084565967;0.117117805;0.401517644;0.291687818;0.770525324;0.998987911;ADAM metallopeptidase with thrombospondin type 1 motif;14;;;;
ENSRNOG00000000564;Tbata;23.88811624;0.922762178;-0.115969223;0.527029335;-0.220043203;0.825837508;0.998987911;thymus; brain and testes associated;;;;
ENSRNOG00000000565;Sgpl1;2994.944732;1.106215242;0.145632126;0.174859648;0.832851533;0.404928467;0.998987911;sphingosine-1-phosphate lyase 1;;;;;
ENSRNOG00000000566;NA;5.792043863;0.982179432;-0.025941484;0.706884824;-0.036698318;0.97072555;0.998987911;NA;;;;;
ENSRNOG00000000567;Unc5b;1191.924058;1.143611116;0.193596548;0.223698285;0.865435995;0.386799532;0.998987911;unc-5 netrin receptor B;;;;;
ENSRNOG00000000568;Slc29a3;446.4362279;1.07072882;0.09859314;0.221205507;0.445708342;0.655807938;0.998987911;solute carrier family 29 member 3;;;;;
ENSRNOG00000000569;Vsir;999.2273662;0.912921167;-0.13143781;0.171763176;-0.765226942;0.444136419;0.998987911;V-set immunoregulatory receptor;;;;;
ENSRNOG00000000571;Psap;38670.88198;0.93513314;-0.096756311;0.094501699;-1.023857903;0.305902396;0.998987911;prosaposin;;;;;
ENSRNOG00000000572;Chst3;122.7738508;1.06365457;0.089029701;0.31276576;0.284652965;0.775910029;0.998987911;carbohydrate sulfotransferase 3;;;;;
ENSRNOG00000000576;Anapc16;322.3136968;1.044114897;0.062280478;0.119472068;0.521297398;0.602159613;0.998987911;anaphase promoting complex subunit 16;;;;;
ENSRNOG00000000579;Marcks;5764.55272;1.075711117;0.105290693;0.145670002;0.72280285;0.469801016;0.998987911;myristoylated alanine rich protein kinase C substrate;;;;;
ENSRNOG00000000581;Cdc40;1729.633291;1.064135504;0.089681872;0.121719495;0.736791354;0.461249242;0.998987911;cell division cycle 40;;;;;
ENSRNOG00000000582;Ddo;558.1674121;1.005860618;0.008430405;0.258647272;0.032594215;0.973998183;0.998987911;D-aspartate oxidase;;;;;
ENSRNOG00000000583;Cdk19;4371.372996;0.909934286;-0.136165736;0.099530982;-1.368073868;0.171288955;0.998987911;cyclin-dependent kinase 19;;;;;
ENSRNOG00000000585;Amd1;3575.834562;0.963249477;-0.054018598;0.102684042;-0.526066143;0.598842252;0.998987911;adenosylmethionine decarboxylase 1;;;;;
ENSRNOG00000000586;Gtf3c6;815.5982803;1.096778984;0.133272832;0.121872642;1.093541832;0.274155972;0.998987911;general transcription factor 3C subunit 6;;;;;
ENSRNOG00000000587;Rpf2;984.7146209;1.005326761;0.007664496;0.129514617;0.05917862;0.952809839;0.998987911;ribosome production factor 2 homolog;;;;;
ENSRNOG00000000588;Slc16a10;20.87592642;0.966290956;-0.049470436;0.48460013;-0.102085066;0.918689155;0.998987911;solute carrier family 16 member 10;;;;;
ENSRNOG00000000589;RGD1310495;139.1768978;1.185039378;0.244934999;0.261927302;0.935125883;0.349723429;0.998987911;similar to KIAA1919 protein;;;;;
ENSRNOG00000000590;Naglt1;2.021483083;1.21386256;0.279605082;0.977027317;0.28617939;0.774740728;0.998987911;Na+ dependent glucose transporter 1;;;;;
ENSRNOG00000000593;Rev3l;5706.997625;1.150806744;0.20264558;0.105486597;1.921055236;0.054724744;0.998987911;REV3 like; DNA directed polymerase zeta catalytic subunit;;;;
ENSRNOG00000000595;Traf3ip2;163.0538495;1.316193793;0.396371923;0.296617393;1.336307084;0.181448922;0.998987911;Traf3 interacting protein 2;;;;;
ENSRNOG00000000596;Fyn;5719.387401;1.016447054;0.023535068;0.105878661;0.22228339;0.824093281;0.998987911;FYN proto-oncogene; Src family tyrosine kinase;;;;
ENSRNOG00000000597;Ccn6;6.958327;0.925854191;-0.111143087;0.529676304;-0.209832092;0.833798725;0.998987911;cellular communication network factor 6;;;;;
ENSRNOG00000000598;Tube1;309.2716124;1.237257918;0.307146275;0.186909714;1.643286853;0.100323597;0.998987911;tubulin; epsilon 1;;;;
ENSRNOG00000000599;Lama4;1170.943582;1.060799964;0.085152631;0.213334855;0.39915011;0.689782602;0.998987911;laminin subunit alpha 4;;;;;
ENSRNOG00000000604;Hdac2;2917.908204;1.10371107;0.142362552;0.151055146;0.942454167;0.345960166;0.998987911;histone deacetylase 2;;;;;
ENSRNOG00000000605;Hs3st5;561.6785537;0.953571188;-0.06858745;0.171022656;-0.401043063;0.688388419;0.998987911;heparan sulfate-glucosamine 3-sulfotransferase 5;;;;;
ENSRNOG00000000606;Pcdh15;3653.991718;1.198857283;0.261659925;0.178629838;1.464816444;0.142971004;0.998987911;protocadherin related 15;;;;;
ENSRNOG00000000609;Ipmk;1206.155827;1.053399646;0.07505288;0.092081712;0.815068244;0.415033248;0.998987911;inositol polyphosphate multikinase;;;;;
ENSRNOG00000000610;Cisd1;1904.60029;0.979688269;-0.02960533;0.104124436;-0.284326435;0.776160229;0.998987911;CDGSH iron sulfur domain 1;;;;;
ENSRNOG00000000611;Ube2d1;958.0876113;1.409399179;0.495080278;0.254338425;1.946541416;0.051589738;0.998987911;ubiquitin-conjugating enzyme E2D 1;;;;;
ENSRNOG00000000613;Tfam;848.0044526;1.068799919;0.095991804;0.116505766;0.823923205;0.409983195;0.998987911;transcription factor A; mitochondrial;;;;
ENSRNOG00000000614;Bicc1;468.3973536;0.731269598;-0.45152471;0.250294995;-1.803970193;0.07123598;0.998987911;BicC family RNA binding protein 1;;;;;
ENSRNOG00000000618;Mdga2;5968.64184;1.168539905;0.224707002;0.19385972;1.159121672;0.246406593;0.998987911;MAM domain containing glycosylphosphatidylinositol anchor 2;;;;;
ENSRNOG00000000632;Cdk1;12.26188905;1.009484681;0.013619017;0.477914481;0.028496766;0.977265947;0.998987911;cyclin-dependent kinase 1;;;;;
ENSRNOG00000000633;Rhobtb1;391.8725456;1.049466878;0.069656634;0.152383091;0.457115249;0.64758821;0.998987911;Rho-related BTB domain containing 1;;;;;
ENSRNOG00000000634;Cabcoco1;669.6876323;1.081177585;0.112603508;0.151529975;0.743110448;0.457414815;0.998987911;ciliary associated calcium binding coiled-coil 1;;;;;
ENSRNOG00000000635;Arid5b;2413.451628;1.022876682;0.032632224;0.124731398;0.261619965;0.79361445;0.998987911;AT-rich interaction domain 5B;;;;;
ENSRNOG00000000638;Zfp365;20468.58329;0.886487201;-0.173828293;0.189634677;-0.916648242;0.359326996;0.998987911;zinc finger protein 365;;;;;
ENSRNOG00000000640;Egr2;662.9182003;0.952407786;-0.07034868;0.714278664;-0.098489123;0.921543908;0.998987911;early growth response 2;;;;;
ENSRNOG00000000641;Nrbf2;555.5058441;1.09247068;0.127594561;0.121432785;1.050742277;0.293376973;0.998987911;nuclear receptor binding factor 2;;;;;
ENSRNOG00000000645;Reep3;3445.562808;1.052763406;0.074181247;0.137949617;0.537741596;0.590755458;0.998987911;receptor accessory protein 3;;;;;
ENSRNOG00000000648;Jmjd1c;6606.732226;1.105204233;0.144312993;0.09748145;1.480414914;0.138762552;0.998987911;jumonji domain containing 1C;;;;;
ENSRNOG00000000655;Ptprc;342.4846437;0.827136319;-0.273802977;0.263680199;-1.038390363;0.299088354;0.998987911;protein tyrosine phosphatase; receptor type; C;;;
ENSRNOG00000000657;Nek7;3183.432129;1.034030199;0.04827832;0.123916307;0.389604252;0.696829207;0.998987911;NIMA-related kinase 7;;;;;
ENSRNOG00000000658;Acacb;242.3271966;1.060056149;0.084140683;0.284436613;0.295815234;0.767371188;0.998987911;acetyl-CoA carboxylase beta;;;;;
ENSRNOG00000000661;Hps4;1139.110255;1.094933357;0.130843063;0.238873306;0.547750876;0.583862973;0.998987911;HPS4; biogenesis of lysosomal organelles complex 3 subunit 2;;;;
ENSRNOG00000000662;Srrd;308.159104;1.035420074;0.050216193;0.148882542;0.33728732;0.735900318;0.998987911;SRR1 domain containing;;;;;
ENSRNOG00000000663;Tfip11;862.3858598;0.899656229;-0.152554262;0.146194246;-1.043503873;0.296714988;0.998987911;tuftelin interacting protein 11;;;;;
ENSRNOG00000000664;Tpst2;744.3643879;0.97140146;-0.04186044;0.190971552;-0.219197253;0.826496395;0.998987911;tyrosylprotein sulfotransferase 2;;;;;
ENSRNOG00000000665;Pitpnb;3274.801956;0.970216201;-0.043621825;0.086407214;-0.504840077;0.613671164;0.998987911;phosphatidylinositol transfer protein; beta;;;;
ENSRNOG00000000692;Ung;74.03183333;0.883281198;-0.179055293;0.245539492;-0.729232153;0.465859666;0.998987911;uracil-DNA glycosylase;;;;;
ENSRNOG00000000693;Svop;4972.0504;0.855101167;-0.22583298;0.179590896;-1.257485678;0.208577822;0.998987911;SV2 related protein;;;;;
ENSRNOG00000000695;Ssh1;1429.125278;0.960833914;-0.057641021;0.121702258;-0.473623265;0.635768582;0.998987911;slingshot protein phosphatase 1;;;;;
ENSRNOG00000000697;Coro1c;3835.861124;0.95313618;-0.06924574;0.086019382;-0.805001591;0.420818762;0.998987911;coronin 1C;;;;;
ENSRNOG00000000699;Selplg;1045.641057;0.909538963;-0.136792653;0.169649206;-0.806326515;0.420054606;0.998987911;selectin P ligand;;;;;
ENSRNOG00000000700;Tmem119;371.5041831;0.78744047;-0.344757233;0.276960178;-1.244789902;0.213208989;0.998987911;transmembrane protein 119;;;;;
ENSRNOG00000000701;Iscu;1478.307779;1.041963667;0.059304972;0.114115395;0.519693001;0.603277566;0.998987911;iron-sulfur cluster assembly enzyme;;;;;
ENSRNOG00000000702;Sart3;1539.510718;1.010257931;0.014723677;0.087271974;0.168710259;0.866024549;0.998987911;spliceosome associated factor 3; U4/U6 recycling protein;;;;
ENSRNOG00000000704;Cmklr1;227.3351556;0.901037671;-0.15034067;0.15137859;-0.99314355;0.320640003;0.998987911;chemerin chemokine-like receptor 1;;;;;
ENSRNOG00000000708;Sgsm1;5382.039037;1.059365231;0.083200064;0.18488986;0.449997983;0.652711895;0.998987911;small G protein signaling modulator 1;;;;;
ENSRNOG00000000713;NA;159.0220652;1.053110585;0.074656939;0.199970872;0.373339071;0.708896101;0.998987911;NA;;;;;
ENSRNOG00000000715;Pou1f1;4.003511906;2.11969735;1.083858292;0.87487655;1.238869977;0.215393654;0.998987911;POU class 1 homeobox 1;;;;;
ENSRNOG00000000716;Htr1f;36.66400386;0.881933713;-0.181257869;0.380164851;-0.476787552;0.63351341;0.998987911;5-hydroxytryptamine receptor 1F;;;;;
ENSRNOG00000000718;Cggbp1;1889.304398;0.967782767;-0.047244845;0.110668003;-0.426906094;0.669447727;0.998987911;CGG triplet repeat binding protein 1;;;;;
ENSRNOG00000000720;C11h3orf38;564.3997559;0.96773899;-0.047310106;0.11161762;-0.423858762;0.671668821;0.998987911;similar to human chromosome 3 open reading frame 38;;;;;
ENSRNOG00000000728;Clic2;138.8404077;1.123388151;0.167856492;0.245825873;0.68282679;0.494716299;0.998987911;chloride intracellular channel 2;;;;;
ENSRNOG00000000729;Tmlhe;699.2688932;1.144054824;0.194156189;0.20348287;0.954164783;0.340000238;0.998987911;trimethyllysine hydroxylase; epsilon;;;;
ENSRNOG00000000763;RT1-M3-1;386.6632244;1.003914808;0.005636848;0.132310182;0.042603284;0.966017778;0.998987911;RT1 class Ib; locus M3; gene 1;;;
ENSRNOG00000000767;Ubd;1.185484145;0.531741255;-0.911203694;1.659875771;-0.548958971;0.583033607;0.998987911;ubiquitin D;;;;;
ENSRNOG00000000768;NA;5.036107368;1.410709425;0.496420855;0.625445006;0.793708239;0.427365303;0.998987911;NA;;;;;
ENSRNOG00000000774;Gabbr1;34280.82833;0.889384013;-0.169121623;0.107554365;-1.572429189;0.115851049;0.998987911;gamma-aminobutyric acid type B receptor subunit 1;;;;;
ENSRNOG00000000775;Mog;1721.610745;1.758727679;0.814532114;0.343807033;2.369154893;0.017828785;0.998987911;myelin oligodendrocyte glycoprotein;;;;;
ENSRNOG00000000778;Znrd1as1;185.703728;1.078948626;0.109626173;0.184069;0.59557108;0.551461801;0.998987911;ZNRD1 antisense RNA 1;;;;;
ENSRNOG00000000779;Polr1h;193.6801143;0.929426717;-0.105586978;0.201996553;-0.522716728;0.601171395;0.998987911;RNA polymerase I subunit H;;;;;
ENSRNOG00000000780;Ppp1r11;2047.201519;0.874395376;-0.193642323;0.196245885;-0.986733162;0.323773469;0.998987911;protein phosphatase 1; regulatory (inhibitor) subunit 11;;;;
ENSRNOG00000000781;Rnf39;632.7644771;0.968157913;-0.046685716;0.245454523;-0.190201081;0.849151564;0.998987911;ring finger protein 39;;;;;
ENSRNOG00000000782;Trim10;4.330624021;1.35650397;0.43989327;0.798588235;0.550838656;0.581744283;0.998987911;tripartite motif-containing 10;;;;;
ENSRNOG00000000796;Ranbp2;12440.69224;1.036384632;0.051559527;0.189616983;0.27191408;0.785688085;0.998987911;RAN binding protein 2;;;;;
ENSRNOG00000000798;Gnl1;3818.461144;0.849791277;-0.23481956;0.196157113;-1.19709939;0.231267818;0.998987911;G protein nucleolar 1;;;;;
ENSRNOG00000000799;Abcf1;4254.551556;0.986637762;-0.01940759;0.110558603;-0.175541199;0.860654401;0.998987911;ATP binding cassette subfamily F member 1;;;;;
ENSRNOG00000000800;Man1a1;3059.078823;0.823702558;-0.279804627;0.199382835;-1.403353636;0.160511411;0.998987911;mannosidase; alpha; class 1A; member 1;;
