;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000012807;C1qa;924.197743;0.613373254;-0.705162836;0.247193372;-2.852676955;0.004335267;0.386582912;complement C1q A chain;;;;
ENSRNOG00000064052;Kcna1;6589.850665;1.40244048;0.487939544;0.171082926;2.852064527;0.004343628;0.386582912;potassium voltage-gated channel subfamily A member 1;;;;
ENSRNOG00000005615;Gadd45a;201.4811151;1.533053171;0.616407735;0.216420052;2.848200659;0.004396719;0.386960153;growth arrest and DNA-damage-inducible; alpha;;;
ENSRNOG00000029784;Pak1;11586.38495;1.444123149;0.530193775;0.186047156;2.84978167;0.004374925;0.386960153;p21 (RAC1) activated kinase 1;;;;
ENSRNOG00000001094;Zfp316;546.3061148;0.659833369;-0.599826356;0.210729689;-2.846425486;0.004421308;0.386974331;zinc finger protein 316;;;;
ENSRNOG00000022402;Luzp1;2787.206298;1.395562145;0.480846369;0.169038544;2.844596016;0.004446778;0.387065162;leucine zipper protein 1;;;;
ENSRNOG00000004075;Ccdc42;39.4706701;2.172738047;1.119514249;0.394624495;2.836910185;0.004555242;0.391362666;coiled-coil domain containing 42;;;;
ENSRNOG00000029512;LOC100361854;280.9008331;2.087316301;1.061649235;0.374366019;2.835858976;0.004570262;0.391362666;40S ribosomal protein S26-like;;;;
ENSRNOG00000053384;Bmp7;287.8576566;0.56488529;-0.823970162;0.290212642;-2.839194588;0.004522757;0.391362666;bone morphogenetic protein 7;;;;
ENSRNOG00000033694;Klf16;1998.028578;0.558185567;-0.841183274;0.296931081;-2.832924292;0.004612431;0.39285016;KLF transcription factor 16;;;;
ENSRNOG00000012049;Sox7;80.98543154;1.984321335;0.98864567;0.349418653;2.829401528;0.004663515;0.394142896;SRY-box transcription factor 7;;;;
ENSRNOG00000064743;LOC120093067;441536.503;0.249803524;-2.001134267;0.707501524;-2.828452235;0.004677368;0.394142896;28S ribosomal RNA;;;;
ENSRNOG00000002800;Gdpd2;130.5738624;0.598172825;-0.741365724;0.262487087;-2.824389322;0.004737081;0.394338432;glycerophosphodiester phosphodiesterase domain containing 2;;;;
ENSRNOG00000006956;Adamtsl1;1310.894535;0.558263051;-0.840983021;0.298057371;-2.821547473;0.004779256;0.394338432;ADAMTS-like 1;;;;
ENSRNOG00000022309;Frem1;402.9252484;0.433186939;-1.206938349;0.427510945;-2.823175317;0.004755056;0.394338432;Fras1 related extracellular matrix 1;;;;
ENSRNOG00000032871;Mlc1;9026.988423;0.639061912;-0.645972389;0.228653014;-2.825120815;0.004726279;0.394338432;modulator of VRAC current 1;;;;
ENSRNOG00000005551;Derl1;1828.887381;0.741651508;-0.431186651;0.153799053;-2.803571564;0.005054001;0.395917529;derlin 1;;;;
ENSRNOG00000008738;Tp53i11;3061.153055;0.647116673;-0.627902246;0.22401398;-2.802960096;0.005063593;0.395917529;tumor protein p53 inducible protein 11;;;;
ENSRNOG00000014064;Ctsh;1423.295039;0.773372506;-0.370764618;0.132190354;-2.804778167;0.005035122;0.395917529;cathepsin H;;;;
ENSRNOG00000016690;Idi1;1312.48588;1.430895307;0.51691812;0.184663309;2.799246498;0.005122202;0.395917529;isopentenyl-diphosphate delta isomerase 1;;;;
ENSRNOG00000019651;Slc12a4;812.8727588;0.624186336;-0.679951319;0.242987688;-2.798295351;0.005137311;0.395917529;solute carrier family 12 member 4;;;;
ENSRNOG00000019985;Asic4;253.5358211;0.524571158;-0.930789609;0.330550823;-2.815874424;0.004864468;0.395917529;acid sensing ion channel subunit family member 4;;;;
ENSRNOG00000029996;NA;15604.86391;0.707901131;-0.498380214;0.17785879;-2.802111805;0.005076928;0.395917529;NA;;;;
ENSRNOG00000033803;Rpl37-ps5;596.0830908;0.625809656;-0.676204176;0.24085841;-2.80747588;0.004993142;0.395917529;ribosomal protein L37; pseudogene 5;;;
ENSRNOG00000037421;Zfp951;123.6463888;1.718603328;0.781236594;0.278185752;2.808327128;0.004979961;0.395917529;zinc finger protein 951;;;;
ENSRNOG00000049471;Steap3;349.2378669;0.635419247;-0.654219305;0.233739736;-2.798922067;0.005127351;0.395917529;STEAP3 metalloreductase;;;;
ENSRNOG00000053766;Ramp3;402.5021614;0.534436689;-0.903909043;0.322400267;-2.803685777;0.005052212;0.395917529;receptor activity modifying protein 3;;;;
ENSRNOG00000064690;NA;422.9493167;1.89910751;0.92532158;0.330678734;2.798249429;0.005138042;0.395917529;NA;;;;
ENSRNOG00000066633;LOC108350387;1358.947254;1.558885846;0.640515287;0.228951163;2.797606608;0.005148277;0.395917529;uncharacterized LOC108350387;;;;
ENSRNOG00000069406;NA;1367.091905;1.66614069;0.736510228;0.262368339;2.80716122;0.004998022;0.395917529;NA;;;;
ENSRNOG00000065713;Chchd2;1797.020338;0.58782795;-0.766534137;0.27430475;-2.794461769;0.005198619;0.397857574;coiled-coil-helix-coiled-coil-helix domain containing 2;;;;
ENSRNOG00000027938;Jcad;6651.293957;1.270613149;0.345524855;0.123744605;2.79224176;0.005234423;0.398671781;junctional cadherin 5 associated;;;;
ENSRNOG00000050647;Hspa1a;158.0725418;1.628981107;0.703969871;0.252641329;2.786439869;0.00532905;0.403936921;heat shock protein family A (Hsp70) member 1A;;;;
ENSRNOG00000003969;Fam20a;146.9208591;1.81918674;0.863293643;0.310594861;2.779484631;0.005444523;0.404939592;FAM20A; golgi associated secretory pathway pseudokinase;;;
ENSRNOG00000014405;Aprt;463.2209476;0.558561231;-0.840212654;0.302263179;-2.779738693;0.005440266;0.404939592;adenine phosphoribosyl transferase;;;;
ENSRNOG00000020979;Psmb4;2565.538348;0.726783727;-0.460401977;0.165624748;-2.779789749;0.00543941;0.404939592;proteasome 20S subunit beta 4;;;;
ENSRNOG00000021256;Adra1d;1162.139607;0.605702136;-0.723319597;0.259976792;-2.7822468;0.005398397;0.404939592;adrenoceptor alpha 1D;;;;
ENSRNOG00000004843;NA;298.4566663;2.088658171;1.062576401;0.382919629;2.774933225;0.005521304;0.40873132;NA;;;;
ENSRNOG00000007334;Ly6h;2754.433055;0.531718865;-0.911264443;0.328686601;-2.772441712;0.005563748;0.409957674;lymphocyte antigen 6 family member H;;;;
ENSRNOG00000026336;Tmem255b;197.1607715;0.609368215;-0.714613844;0.258237446;-2.767274282;0.005652717;0.411061616;transmembrane protein 255B;;;;
ENSRNOG00000032844;RT1-Da;70.10971061;0.249046688;-2.005511871;0.724782863;-2.767052;0.005656573;0.411061616;RT1 class II; locus Da;;;
ENSRNOG00000062659;RGD1565987;96.16432304;0.534448585;-0.903876929;0.326455124;-2.768763184;0.005626952;0.411061616;similar to F-box and leucine-rich repeat protein 18;;;;
ENSRNOG00000007102;Acss1;2596.892138;0.692013028;-0.531128897;0.192595002;-2.75775015;0.005820066;0.41172325;acyl-CoA synthetase short-chain family member 1;;;;
ENSRNOG00000008620;Smad3;2028.746102;0.757294095;-0.401074415;0.145773703;-2.751349565;0.005935027;0.41172325;SMAD family member 3;;;;
ENSRNOG00000011016;Slc7a2;744.9739779;0.718047172;-0.477849471;0.173349418;-2.756568077;0.005841145;0.41172325;solute carrier family 7 member 2;;;;
ENSRNOG00000011032;Lhfpl2;1105.229783;0.737198232;-0.439875485;0.159258284;-2.762025777;0.005744394;0.41172325;LHFPL tetraspan subfamily member 2;;;;
ENSRNOG00000013300;Atp5if1;3025.128129;1.674394274;0.743639283;0.269174091;2.762670357;0.005733064;0.41172325;ATP synthase inhibitory factor subunit 1;;;;
ENSRNOG00000029427;Grhl3;45.10082857;2.235347139;1.160498893;0.420602519;2.759134434;0.005795469;0.41172325;grainyhead-like transcription factor 3;;;;
ENSRNOG00000047246;Chtf8;1945.297087;0.684747149;-0.546356742;0.198746703;-2.749010342;0.00597755;0.41172325;chromosome transmission fidelity factor 8;;;;
ENSRNOG00000050869;Cebpd;56.42640178;0.489640288;-1.030205827;0.373282714;-2.759854094;0.005782718;0.41172325;CCAAT/enhancer binding protein delta;;;;
ENSRNOG00000051102;NA;1076.698918;1.805052915;0.852041131;0.309225573;2.755403191;0.005861985;0.41172325;NA;;;;
ENSRNOG00000052061;Ppef2;72.07819353;2.000935306;1.000674523;0.363765982;2.750874384;0.005943643;0.41172325;protein phosphatase with EF-hand domain 2;;;;
ENSRNOG00000056765;Rpl10;6542.762774;0.735956538;-0.442307524;0.160724134;-2.751967075;0.005923848;0.41172325;ribosomal protein L10;;;;
ENSRNOG00000063170;NA;355.9558847;0.715358795;-0.483261074;0.175771114;-2.749377091;0.005970865;0.41172325;NA;;;;
ENSRNOG00000003224;Nudt16l1;993.2050361;0.576459804;-0.79470808;0.289435284;-2.745719424;0.006037838;0.414075427;nudix hydrolase 16 like 1;;;;
ENSRNOG00000013916;Nefm;6445.687705;1.79039413;0.840277211;0.306652824;2.740158076;0.006140964;0.419332559;neurofilament medium chain;;;;
ENSRNOG00000002050;Igfbp7;2663.50293;1.649315081;0.721867034;0.264823554;2.725841504;0.006413779;0.420422414;insulin-like growth factor binding protein 7;;;;
ENSRNOG00000002158;Ibsp;90.02327084;2.426529475;1.278894384;0.471214662;2.714037757;0.006646859;0.420422414;integrin-binding sialoprotein;;;;
ENSRNOG00000005956;Erich5;473.9199924;1.583631001;0.663236215;0.24466294;2.710816014;0.006711786;0.420422414;glutamate-rich 5;;;;
ENSRNOG00000007027;Hgf;568.6882104;0.504957346;-0.985766567;0.36374507;-2.710047907;0.006727349;0.420422414;hepatocyte growth factor;;;;
ENSRNOG00000007650;Cd63;1362.7784;0.741745644;-0.431003546;0.157859307;-2.73030178;0.006327637;0.420422414;Cd63 molecule;;;;
ENSRNOG00000007859;Cep83;2678.1779;1.314374654;0.394376566;0.145511318;2.710281043;0.006722622;0.420422414;centrosomal protein 83;;;;
ENSRNOG00000008680;Loxl1;164.490577;0.50743154;-0.978714901;0.361231151;-2.70938677;0.006740771;0.420422414;lysyl oxidase-like 1;;;;
ENSRNOG00000009347;Arhgap25;1427.512741;1.392785712;0.477973309;0.175394401;2.725134357;0.006427533;0.420422414;Rho GTPase activating protein 25;;;;
ENSRNOG00000011853;Mbd2;1420.501958;1.534908833;0.618152968;0.227412998;2.718195413;0.006563906;0.420422414;methyl-CpG binding domain protein 2;;;;
ENSRNOG00000013162;Zcchc12;4730.701483;0.625593193;-0.67670328;0.24937894;-2.713554236;0.006656567;0.420422414;zinc finger CCHC-type containing 12;;;;
ENSRNOG00000015117;Lrrc39;30.17105839;0.208071818;-2.264846523;0.827312106;-2.737596256;0.006189001;0.420422414;leucine rich repeat containing 39;;;;
ENSRNOG00000016245;Neto2;3106.622898;1.442134948;0.528206172;0.194478861;2.716008158;0.006607429;0.420422414;neuropilin and tolloid like 2;;;;
ENSRNOG00000018163;Ipcef1;5988.186035;1.316327905;0.396518917;0.145253403;2.72984254;0.006336458;0.420422414;interaction protein for cytohesin exchange factors 1;;;;
ENSRNOG00000018358;Nt5dc2;180.1626641;0.641368275;-0.640775102;0.235266153;-2.723617885;0.006457117;0.420422414;5'-nucleotidase domain containing 2;;;;
ENSRNOG00000018690;Rgs17;2490.396872;1.495061752;0.580205075;0.213158701;2.721939438;0.006490003;0.420422414;regulator of G-protein signaling 17;;;;
ENSRNOG00000019141;Ch25h;67.06742767;0.439916017;-1.184699966;0.433388703;-2.733573711;0.00626511;0.420422414;cholesterol 25-hydroxylase;;;;
ENSRNOG00000021261;Rassf2;1073.357467;0.733001761;-0.448111431;0.165156029;-2.71326111;0.006662459;0.420422414;Ras association domain family member 2;;;;
ENSRNOG00000023187;RGD1565685;805.1361206;1.49425736;0.579428649;0.21262965;2.725060439;0.006428972;0.420422414;similar to RIKEN cDNA 1810030O07;;;;
ENSRNOG00000023603;Amer3;1209.851409;0.692137205;-0.530870037;0.194708347;-2.72648833;0.006401222;0.420422414;APC membrane recruitment protein 3;;;;
ENSRNOG00000033152;Rps18;2010.619981;0.676696798;-0.563418534;0.206136495;-2.733230391;0.006271645;0.420422414;ribosomal protein S18;;;;
ENSRNOG00000053122;Scn1a;8696.524674;1.409831745;0.495522996;0.181363072;2.732215492;0.006290998;0.420422414;sodium voltage-gated channel alpha subunit 1;;;;
ENSRNOG00000056817;Muc6;90.57360556;2.26711834;1.180859699;0.434958663;2.714877984;0.006630019;0.420422414;mucin 6; oligomeric mucus/gel-forming;;;
ENSRNOG00000000033;Tmcc2;6586.810181;0.71960546;-0.474721962;0.175686253;-2.702100782;0.006890287;0.422596215;transmembrane and coiled-coil domain family 2;;;;
ENSRNOG00000002449;Maged2;1034.511146;0.718049986;-0.477843817;0.177011915;-2.699500855;0.006944358;0.422596215;MAGE family member D2;;;;
ENSRNOG00000003846;Pitpna;9812.586288;1.532394742;0.615787981;0.227875137;2.70230438;0.006886069;0.422596215;phosphatidylinositol transfer protein; alpha;;;
ENSRNOG00000021338;Tmem132a;7915.752648;0.560075575;-0.836306581;0.309886505;-2.698751209;0.006960019;0.422596215;transmembrane protein 132A;;;;
ENSRNOG00000031273;RGD1559972;769.2222942;0.677020947;-0.562727623;0.208490558;-2.699055676;0.006953654;0.422596215;similar to ribosomal protein L27a;;;;
ENSRNOG00000065893;Uchl3-ps1;130.4100167;2.106645411;1.074947501;0.397885827;2.701648134;0.006899674;0.422596215;ubiquitin C-terminal hydrolase L3; pseudogene 1;;;
ENSRNOG00000067725;Junb;1275.628857;0.579379416;-0.787419665;0.291783934;-2.698639553;0.006962354;0.422596215;JunB proto-oncogene; AP-1 transcription factor subunit;;;
ENSRNOG00000001273;Psmg3;751.093771;0.697032737;-0.520701679;0.193060214;-2.697094697;0.006994738;0.422941346;proteasome assembly chaperone 3;;;;
ENSRNOG00000017967;Asb13;2064.542363;1.642835708;0.71618821;0.265899049;2.693459085;0.007071482;0.425955987;ankyrin repeat and SOCS box-containing 13;;;;
ENSRNOG00000000130;Dnajb5;4587.796374;1.252400475;0.324695961;0.121565926;2.670945493;0.007563793;0.427672838;DnaJ heat shock protein family (Hsp40) member B5;;;;
ENSRNOG00000005404;Rasgrp1;14679.64135;1.456043594;0.542053551;0.202449591;2.677474173;0.007417957;0.427672838;RAS guanyl releasing protein 1;;;;
ENSRNOG00000007281;Flnc;414.6707086;0.523423646;-0.933948994;0.348268307;-2.681693896;0.007325045;0.427672838;filamin C;;;;
ENSRNOG00000007682;Gria3;24889.59953;1.339428149;0.421617193;0.158264365;2.664005847;0.007721622;0.427672838;glutamate ionotropic receptor AMPA type subunit 3;;;;
ENSRNOG00000007922;Cldn19;39.93183234;0.424051698;-1.237687933;0.46453528;-2.664357236;0.00771356;0.427672838;claudin 19;;;;
ENSRNOG00000008706;Tbx3;97.17213612;2.020531495;1.01473484;0.381165531;2.66218941;0.007763418;0.427672838;T-box transcription factor 3;;;;
ENSRNOG00000009567;Mrpl10;828.2597892;0.76778396;-0.381227674;0.143353631;-2.659351369;0.007829127;0.427672838;mitochondrial ribosomal protein L10;;;;
ENSRNOG00000009653;Numb;3065.449016;1.27774743;0.35360269;0.132870319;2.661261701;0.007784842;0.427672838;NUMB; endocytic adaptor protein;;;
ENSRNOG00000010116;Leo1;1757.308929;1.526207874;0.609951475;0.227257646;2.683964589;0.007275481;0.427672838;LEO1 homolog; Paf1/RNA polymerase II complex component;;;
ENSRNOG00000011376;Bbof1;519.7704428;1.414285311;0.500073192;0.187819217;2.662524102;0.007755702;0.427672838;basal body orientation factor 1;;;;
ENSRNOG00000013101;Pcdh8;2144.083972;0.654586775;-0.61134364;0.227827326;-2.683363984;0.007288562;0.427672838;protocadherin 8;;;;
ENSRNOG00000014137;Fbln1;872.481322;0.630255828;-0.665990542;0.249902736;-2.664998999;0.007698855;0.427672838;fibulin 1;;;;
ENSRNOG00000015084;Necab2;1764.696716;0.758978673;-0.397868748;0.148183839;-2.684967202;0.007253692;0.427672838;N-terminal EF-hand calcium binding protein 2;;;;
ENSRNOG00000017622;Npm3;112.309389;0.556107114;-0.846565303;0.316191735;-2.677379609;0.007420051;0.427672838;nucleophosmin/nucleoplasmin;3;;;
ENSRNOG00000018487;Slc3a2;4517.253636;0.769520578;-0.377968188;0.141160355;-2.677580316;0.007415607;0.427672838;solute carrier family 3 member 2;;;;
ENSRNOG00000018602;Camta1;15188.80075;1.400956641;0.486412306;0.182805386;2.660820425;0.007795052;0.427672838;calmodulin binding transcription activator 1;;;;
ENSRNOG00000018659;Csf1;555.2755247;0.656164732;-0.607870042;0.227310891;-2.674179134;0.007491242;0.427672838;colony stimulating factor 1;;;;
ENSRNOG00000018774;Rps14;324.3364736;0.697517122;-0.519699463;0.195059112;-2.664317797;0.007714464;0.427672838;ribosomal protein S14;;;;
ENSRNOG00000019704;Resp18;1130.701449;0.648705327;-0.624364808;0.234726476;-2.659967549;0.007814818;0.427672838;regulated endocrine-specific protein 18;;;;
ENSRNOG00000020583;Fcgrt;576.9039229;0.548166668;-0.86731349;0.324201952;-2.675225995;0.007467889;0.427672838;Fc gamma receptor and transporter;;;;
ENSRNOG00000021027;Dbp;3410.11818;0.703244192;-0.507902362;0.190715106;-2.663147;0.007741359;0.427672838;D-box binding PAR bZIP transcription factor;;;;
ENSRNOG00000021898;LOC681241;63.5759378;1.811464535;0.857156561;0.320316365;2.675968681;0.007451361;0.427672838;hypothetical protein LOC681241;;;;
ENSRNOG00000027213;Asphd1;560.0865131;0.518944832;-0.946346918;0.356473908;-2.654743858;0.007936865;0.427672838;aspartate beta-hydroxylase domain containing 1;;;;
ENSRNOG00000029510;Plxnb1;5044.85635;0.661520007;-0.596143304;0.222633989;-2.677683259;0.007413329;0.427672838;plexin B1;;;;
ENSRNOG00000033146;LOC100360843;435.7704322;0.595757195;-0.747203625;0.280730414;-2.661641155;0.007776073;0.427672838;ribosomal protein S19-like;;;;
ENSRNOG00000033615;ND3;67112.59888;1.725003681;0.78659944;0.296188916;2.655735573;0.007913564;0.427672838;NADH dehydrogenase subunit 3;;;;
ENSRNOG00000045885;LOC100365810;2494.578127;0.76639623;-0.38383763;0.143041333;-2.68340362;0.007287698;0.427672838;40S ribosomal protein S17-like;;;;
ENSRNOG00000054563;Selenoh;239.2304068;0.426039437;-1.230941113;0.46162042;-2.66656556;0.007663066;0.427672838;selenoprotein H;;;;
ENSRNOG00000062084;NA;1756.104694;1.762633971;0.817732915;0.305510411;2.676612268;0.007437064;0.427672838;NA;;;;
ENSRNOG00000062927;NA;245.3338942;0.685107719;-0.545597255;0.205405263;-2.656199003;0.007902696;0.427672838;NA;;;;
ENSRNOG00000067361;Rhno1-ps2;20.30557061;0.307726386;-1.70027994;0.640240338;-2.655690122;0.007914631;0.427672838;RAD9-HUS1-RAD1 interacting nuclear orphan 1; pseudogene 2;;;
ENSRNOG00000003239;Cant1;1303.634713;0.666198785;-0.585975372;0.221190492;-2.649188785;0.008068525;0.428747165;calcium activated nucleotidase 1;;;;
ENSRNOG00000017206;Igfbp5;5086.222403;0.600546596;-0.735651908;0.277578943;-2.650243926;0.008043368;0.428747165;insulin-like growth factor binding protein 5;;;;
ENSRNOG00000019626;Slc27a5;28.13087376;0.306210223;-1.707405645;0.64388573;-2.65172152;0.008008256;0.428747165;solute carrier family 27 member 5;;;;
ENSRNOG00000029592;Srsf11;5587.67299;1.284449409;0.361150068;0.136217419;2.6512767;0.008018812;0.428747165;serine and arginine rich splicing factor 11;;;;
ENSRNOG00000069549;NA;131.6470703;0.358637664;-1.479401086;0.558643654;-2.648201722;0.008092122;0.428747165;NA;;;;
ENSRNOG00000020694;Icam5;4170.955495;0.669611649;-0.578603469;0.218685491;-2.645824685;0.008149204;0.430332293;intercellular adhesion molecule 5;;;;
ENSRNOG00000004810;Plcb1;16481.16432;1.40929484;0.494973471;0.187853237;2.634894559;0.008416342;0.431147396;phospholipase C beta 1;;;;
ENSRNOG00000017864;Bdp1;3075.230166;1.391279201;0.476411968;0.18091681;2.633320628;0.008455448;0.431147396;B double prime 1; subunit of RNA polymerase III transcription initiation factor IIIB;;;
ENSRNOG00000018305;St8sia3;2166.617379;1.44321476;0.529285999;0.200534022;2.639382554;0.00830572;0.431147396;ST8 alpha-N-acetyl-neuraminide alpha-2;8-sialyltransferase 3;;;
ENSRNOG00000019921;Rhbdl1;453.4061451;0.576377122;-0.794915023;0.301533643;-2.636239913;0.008383044;0.431147396;rhomboid like 1;;;;
ENSRNOG00000022934;Rps2-ps6;1260.318077;0.599193605;-0.738905869;0.28008224;-2.638174661;0.008335364;0.431147396;ribosomal protein S2; pseudogene 6;;;
ENSRNOG00000031947;LOC100361060;186.202479;1.889523461;0.918022432;0.348568427;2.633693587;0.008446167;0.431147396;ribosomal protein L36-like;;;;
ENSRNOG00000043300;Enho;726.0277732;0.584240053;-0.775366829;0.293930097;-2.637929346;0.008341396;0.431147396;energy homeostasis associated;;;;
ENSRNOG00000063636;Gng5;256.7701353;1.947068713;0.961303799;0.363797179;2.64241686;0.008231667;0.431147396;G protein subunit gamma 5;;;;
ENSRNOG00000066402;NA;5135.360966;0.625935693;-0.675913648;0.256710813;-2.632976931;0.00846401;0.431147396;NA;;;;
ENSRNOG00000067986;NA;1364.670437;1.633434859;0.707908922;0.268739872;2.634178983;0.008434102;0.431147396;NA;;;;
ENSRNOG00000069814;NA;134.8633441;1.644508559;0.717656517;0.271471465;2.643579935;0.008203439;0.431147396;NA;;;;
ENSRNOG00000007561;Glb1l2;53.18354663;0.385797195;-1.37408544;0.522273629;-2.630968452;0.008514194;0.432062935;galactosidase; beta 1-like 2;;;
